logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-95.89906125690327,0.4831508510877424,0.32707135107790886,42.79026747837149,153.16745469998568,780876,21007,629,400,2900,1
