logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-97.1649396294824,0.41642920103845765,0.29401260387309763,43.221705618119515,149.11831869999878,760026,26957,586,500,1642,1
