logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-96.03969597958874,0.5328001235246024,0.32882914146799447,43.251441711431326,151.3538581999601,777182,20984,619,400,2000,1
