logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-95.88065642495187,0.4663931529361559,0.32580493674095373,42.45954272191074,159.62285690003773,796727,21342,647,400,2200,1
