logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-95.67778377380915,0.5379177853234813,0.32530188354477374,42.328526175111016,152.47156759997597,769869,20783,627,400,3000,1
