logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-96.10885595762035,0.4720298232220585,0.3258497964792151,42.47123594621835,158.52289319998818,795337,21392,645,400,2300,1
