logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-97.22816125850682,0.4087870099826029,0.2926208202412633,42.81347221933487,152.40088970000215,767787,27244,597,500,2842,1
