logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-95.15335604191989,0.523535370371009,0.3271283157311027,42.805173981227206,157.46046390000265,781438,21053,629,400,1500,1
