logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-62.72567736065686,0.8083057385499521,0.4883053605589936,59.61053128766218,992.5883768000058,5386757,16089,1481,250,2900,1
