logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-61.13817918869712,0.7983688266889533,0.48089915880919487,57.8160002358478,963.8564894000301,5232178,15684,1483,250,1800,1
