logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-60.490225525328704,0.6447605372882284,0.37586441194793097,56.50962246758559,132.7760144000058,700955,24740,203,400,1442,1
