logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-62.03640408864873,0.8192861776344694,0.4851811105731875,58.85017751425791,974.4575513000018,5329212,15891,1484,250,2700,1
