logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.73968373154406,0.5685398230163046,0.29889058711585315,26.80067491993782,27.26084719999926,255956,9513,1061,300,1142,1
