logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.5586697740735,0.579792953606459,0.29776013734813356,26.598329818073807,28.11373040000035,253605,9479,1059,300,742,1
