logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.4966543492517,0.5911330544566386,0.2972776810677556,26.51220589830666,26.965846400002192,250683,9372,1050,300,1642,1
