logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.8328817000216,0.5535874498413743,0.29903930711723486,26.827352160346777,26.57560679999733,255824,9562,1059,300,1542,1
