logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-388.24507104078486,0.5947400923461076,0.3011146277227986,27.20100570859188,27.841144899997744,258645,9670,1056,300,1442,1
