logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.62462445281227,0.578563397574325,0.2974566670555491,26.54414063273873,27.877612299998873,253810,9483,1062,300,42,1
