logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.7221028982818,0.5819093125283716,0.29874739799611627,26.775002342834966,29.011198400003195,254521,9516,1056,300,642,1
