logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.3346558053016,0.6000528018606501,0.29602222215044527,26.28874680206627,26.34632689999853,248588,9296,1050,300,842,1
