logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.8409866116199,0.5932318305579427,0.29961870061033163,26.931409726627066,27.651422199996887,254224,9527,1048,300,2842,1
