logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.38696282868096,0.5615716825771832,0.2967976743685106,26.426657853166944,29.322962500002177,252799,9430,1062,300,2142,1
