logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.295416529343,0.5668668418763431,0.2951405609469136,26.132385214817646,25.968264500006626,251509,9370,1069,300,1942,1
