logz,logzerr,logz_resample_std,H,runtime,ncall,n_iter,eff_nlive,nlive_used,seed,converged
-387.1815662377582,0.5775674706792707,0.29579364328189495,26.24816382179307,28.522889200001373,250204,9323,1059,300,542,1
