y,Intercept,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
0,1,-1.242274588413499,2.263890773397756,1.8665353137078555,0.3758196421949956,-0.27917318528890384,-1.4852804653147629,0.35083904145006484,-0.9563053015535161,0.00781547294687724,-0.1918312341392289,0.2733153770658461,-0.46122629218679284,0.5534284273874461,-1.064451953705823,0.03603800478243622,-0.24757076570822495,0.5486529490834756,-0.20917401213160394,0.16505827771085738,-0.04392943249135411,0.5187699556631138,-1.2713846883937254,0.856366335300101,-0.04093632718167846,0.735541478293797,0.1428082141554983,-0.15813829410184366,-1.2206964411866015,0.4283428728284544,-1.5566498236631192,-0.38719619523062876,0.7386796062029853,-0.09310591081248681,0.5711658232332627,-0.7983691147721734,1.6502130692012174,-1.064119126159269,1.116399223726505,-1.0095230721504669,0.23271678215080127,-0.8214787500557273,0.032564087665420086,-0.1426898565788754,0.8485208596452586,-0.2746673670912167,0.43673972065405553,-0.11238276866594313,0.42836127148424724,2.466743092454732,-0.8717403492306901,0.2222114608656392,-0.2408567479578588,-0.23896648430374495,0.9140453847923365,-1.106443868039564,1.1345397212634358,0.35676295572123856,-0.8700732028695074,-0.2683933361303475,1.8417217468460383
0,1,-0.3658778139900798,0.017379895019344824,-1.6095806960156156,0.06472195698218408,0.8893169910968014,-1.1413182136507969,0.7380808138556985,0.8163419950377605,-1.2103183122502597,1.7647903385293229,-0.7737940655485045,0.3456866474978216,-0.10350042198884961,2.1309336626246385,0.45936209873915956,0.11870293693960904,1.2143627508448798,0.18972788082147002,-0.910735561324702,-1.804126406692959,-2.371658453542054,0.31896191936724294,-3.4262186257960403,-0.953451368442118,1.6334684225138365,-0.16218948421981855,-1.2547448220847497,0.5169519042634739,2.155674485533957,-0.3441841478119605,0.0424051893647372,-0.5081505831068028,-1.1837280380880781,-1.9451497499569765,1.2030890033937949,0.3398026939346763,-0.3354695817761797,1.782469712082956,1.4099550225140616,1.525582926537733,-0.13997696524268535,1.4738936210128601,0.0906002967742336,-2.1250642859095814,0.9249699441046052,-0.547527530567991,-0.9975996595712098,2.127034251351426,2.390400001979369,0.42499844521855595,-1.8985920779162528,1.670024449655922,1.750094966763836,-2.036920860069201,-1.6451754230529445,-0.9611218164681902,1.194992427362667,0.9001413218920092,-0.010548167828655154,-2.0991417653644278
0,1,-1.5211951269467971,-0.45802508933881214,0.5146868107130934,-1.4858500547729205,-0.8547370571414271,-0.7173248372649139,-0.9473435648440764,2.282831095595978,-1.5743266748002946,0.8080086067424589,-1.1078042385534481,0.5224112252906461,-2.4205186016947358,1.0533620770650092,-0.07485055358796375,0.46373918939840514,0.2942081870526494,1.5645967190766432,-2.1479915403776166,-0.07355832345136624,0.09929800005277972,1.6173062213292937,-0.7409664473823584,-1.8788082504733334,-2.2621442794807516,0.4631934394289239,-2.9114308557015716,1.1046423241623582,-0.641163653941964,-0.21049969001402155,-0.9898167034342119,-0.10580342333140445,1.3049163856917687,0.6516201477483936,-1.7145683353831915,0.7092777050857705,-1.5429084108772717,0.3050044536248018,-2.4288181293952245,2.1749307752212563,1.9433905397133175,0.45608006224148023,-0.5279439143624546,-1.133026175332675,-2.2055749442702,-0.4196483720997704,0.23327443097072903,2.26993600220589,0.7011350907042475,1.5531711110745792,0.35449277604324825,0.17139087380382326,1.5178736292666712,2.0340740881945054,2.4832778137712714,-0.2815700665630444,-1.8633211474200926,-2.717897694876474,-0.6170433077920694,1.256458281132996
0,1,-1.0631052898396345,-0.21895013444649095,1.538509901434285,-1.1677814435854366,-0.036336269237303,-0.9546525958988435,0.21964955558347116,1.0331571823222605,-0.8449342150063458,0.814128688403066,0.0673528693348075,1.5063294807532377,-0.8503997587247593,-0.6839651509952779,0.7549132092543014,-0.9539721444880472,-0.5295026447307292,1.3059009460423028,0.772203236427762,-0.7250720212309238,0.2179484036330732,-0.7778249135808228,-0.03366230038242413,-1.8334769536366637,-0.132206238507829,-1.0181734851411677,0.022154671391211033,-0.46034060545581323,-1.6598785486061511,-0.8103148761012271,0.4647433689507153,1.2579073360143997,-0.15496792330711334,-0.12178350798134813,0.20020411470404295,-0.29988301438835535,0.8353831408389085,0.8640974177032167,-0.9787489070633718,0.7335440884330495,1.7426418167700626,1.0428267527821604,0.2260754628596543,1.0924293574875854,-0.7874475215821023,-0.11517056004628909,-0.06844511353709627,-0.8231103000628543,-0.19215906066659927,-0.12156458551660379,-0.06138723914015584,-0.6367575064239553,-0.11957311331403896,-1.5163733700191384,0.1818224531625543,-0.7612655587725908,1.3211058723263032,0.7753385183180009,-0.14890892380153922,0.3346881030620312
1,1,-0.39211082797789726,-1.2178946751346726,0.4169626625349514,0.546710531195904,-0.9229884507331807,0.06373550768202141,0.28667678824603804,-0.59131706147713,-0.23266982730364072,-1.820481337452765,0.3387410424862046,0.4847589468354652,0.4085257954584148,0.8613706010533392,-0.09319842391781515,-1.7535893706310002,0.10797736995241326,0.008040519618331538,-0.5139839080168137,0.451453280549207,-0.8242687491441442,-0.11121095590110525,-0.31496481004880084,-1.0705249011968847,0.14735877941733572,-1.521738914914058,-0.3131660807967358,-0.31984489986369197,-0.24066431300961444,-0.556679958134326,0.9400857078403854,-0.6669844719846412,0.7612672895357367,-0.599633237899752,1.7065348382014627,-1.1586592417983028,0.6686718641712908,0.5888553560860325,0.4326586676752105,-0.9013059101929954,0.9129199073239214,0.3267645032191096,-0.003959755990574595,1.1719506180853412,0.25606801582782845,1.3070349359447804,0.8937187021539138,-0.40281074310534126,-0.04798151892844282,0.027700759981239238,0.1245274660904039,0.13063904839831184,1.4989052229237783,0.7586423237620483,1.0510810833289341,-0.41097076068854893,0.28232619003984144,-0.647251219238542,0.6849552729570177,-0.06859079081824171
0,1,-0.41465373600482325,0.5627854612904661,1.5776688013623763,-0.45904962120073545,0.1408906864861718,-0.8942766385886947,-0.8911079480174083,-0.7375484680388668,0.2712129833202744,0.9012975952031489,1.1595251795726442,-0.9883154424444748,-0.4774655457810207,1.0961982625416107,-0.840288912487627,-0.08805862167189128,-0.21189754363776048,1.045252014214161,-0.447005898217272,1.2571976116427317,-0.23889568851305207,0.7204617479425015,-0.3665925726536376,-1.181320178757649,-0.9846530665402426,-0.694353368143464,0.1022893923359468,0.45446562120959166,1.8139987682761383,-0.3176036429136198,-0.8902246101155168,-0.1085902826141525,-0.4100962095157567,-0.547280290324391,0.5889436406447791,1.0621896517437126,-1.2861511028481156,-0.8286556364418916,-1.4210238815082497,0.7368005894662709,-0.358516250696457,-1.4394357543625198,-0.024166794613125958,0.48074992634182434,-1.1281885207868252,0.985112779825382,1.5591370109353768,-0.6913658430952615,-0.7671317390780761,0.06657885112503285,-0.02361492553698667,-0.023703169079706116,1.1977317882638197,-0.17283648690188508,0.708198810697837,-0.9154895091108656,-0.8016088301325571,-1.8406360991524924,0.10796938366686623,1.5527272213888237
0,1,0.9181186462546168,1.7707088338577364,0.49853269115387794,0.9602655289276598,-0.46355957811184306,0.20634148992070875,-1.0095678839044928,-1.3792020970005299,0.7187125587051784,-3.2882121089162384,1.1804750770529144,0.3152819271038511,-1.7299083510511697,0.3004915305581501,-0.0336667206612055,1.6857561242583428,-1.0626588597674453,-1.544384323035211,-0.7354363512477228,0.1863750188097541,0.527123481495647,0.12090985373527915,-1.2694669333783737,0.9236968313158694,-0.7537682444142457,-1.0667565662231748,1.0286879959789095,1.2949422336705307,-1.0144281232629693,1.463387034706326,0.030154810422960084,0.14193785046812765,0.02886203203696189,1.0472912660008618,-0.24993936719351223,-1.7712520886363055,-0.5024417289678548,-0.5406826070193695,0.9748456333248717,-2.049673253969867,1.53083076415188,0.5816364272368931,0.1264496624884783,-0.003758009976669331,-1.258956068284803,-0.3196539484708721,-0.0864392025511257,1.056446538333766,1.1810160012591007,1.564592006196566,0.14411354525246856,2.021061059089572,1.7379554032721451,0.9411826906582271,-0.2317611405730864,-1.4175350133091067,-0.8772487326462988,0.23626116651364995,-0.27448464098877434,1.0572680039490974
0,1,0.34809327044843597,0.7719771240364914,1.5089036003465985,0.039071556296094025,0.6954570898862135,-1.1574094862542061,-0.2664551919983948,-2.383352542695388,0.5566871960720311,-0.6670985039057623,1.0448564753948115,-0.3609133120189655,-0.5435570231780491,-0.3504388541899828,-0.6119465575116854,2.37296798796466,-0.5838221611791066,-0.12398689413911058,-0.6652516768695178,-1.4195390056775046,0.005215637506434297,0.671900149720187,-1.3166314882384345,0.7843899161698085,-1.2897984176005712,1.245612701202426,-1.8063391343171074,-0.2728316775050144,2.5463221597081005,-1.3683837299694284,-1.6666818336769023,-2.2711613562533075,-0.008167473045882216,0.5119788098282906,1.194192110518858,-3.356958442236307,-0.35116168207768184,-2.3629698117413676,0.4262791450598281,-0.10748556039354652,0.4788266139974808,-0.7973531383743803,0.0784953743872534,-1.5717299671822254,-0.3731720110335098,-0.5208469149823656,0.18735050844471718,-2.805309245701486,-0.5199876082061722,0.48669963052957355,-1.133264561234984,-1.4492368378047025,-1.6394497541902502,-1.2468926604778194,0.8788035810637231,-0.10518650324408045,-0.14865526103114918,-0.33874401348483585,0.8202551816439438,-2.5924412534434578
1,1,0.08585216648383891,-1.666830040088993,-0.8277128250430175,0.04635856470867102,0.5891399904206952,-1.140547862260779,-2.7927263509086395,-0.3857239569390558,-0.4133779895078269,-1.6392967763995783,-0.3578899080056468,1.0060109946408433,1.0756328101926107,-0.11635750795437283,0.13815287092429465,-0.1191490315876173,0.39599233883984236,0.5543137425370223,0.5785443045454431,-1.7325909927925933,0.8536194340052883,-0.62741220960573,-0.48779871938003067,-0.1506448124593021,-1.0718614790099006,0.3758659142449037,-0.3096568316416609,0.9114806017547683,-0.09138170186080259,-2.694870322441968,-0.32060961491821727,-0.09313664097582663,-0.8192974987319843,-0.1497791297415826,-0.6631403077555169,0.29345918518819264,0.9967959310972525,-2.5936671847023107,-2.5686547872750425,-1.067880229156704,-0.33507932018325476,2.508192943577982,0.9597664848653374,3.694561642990304,1.4628006798136113,-1.6380467589379692,1.4050192518736948,-0.4026748893860022,-1.4706847975601598,-1.1861941805669851,-0.804016886464091,1.7820662612447291,-2.9314327371002307,-1.2269714406294046,1.2553938645495386,-0.8601090382852048,1.69264575954202,-1.5369692544483182,-2.4504098142184225,1.138839234097824
0,1,-0.6042237850467,0.0631055157406625,2.2166353019897462,-0.9897837040969134,0.15182907264277412,-0.2996194663477533,-0.8976999608171083,-0.3142083951334151,-0.7019361991200865,-0.9955206725809833,1.1852470727314146,-1.015506209665093,-1.8582886330060717,0.6977987548718015,1.9388855111202303,0.16002482279545788,-0.6828891735798345,0.9453395783580097,-1.967828323946461,-0.5412852900252733,0.9573123036539174,0.12291312711105677,-2.2525988463239184,-0.5279554737487552,-1.853337810130963,1.5277734980297004,-2.7231406030594507,-0.6006853671448665,-0.3608109690878744,-0.07794932708847994,-0.6387431938590925,-0.2831085114263321,2.2240716283523407,0.653065793301036,0.1921062866134897,0.2865775537927113,0.21768134048477955,-2.310690425249276,2.516642692262404,0.9196217815478929,1.7786893211101455,-1.1692223431870623,1.7477199845531342,0.7870641326778892,0.6511742897796393,-1.5152372669342924,-0.47344690883517726,-2.0465621895703783,-1.1135673520182312,1.562399684900447,-1.6979093963989647,-0.15887727620152575,0.127144656131478,-1.992149489196538,2.1982390095058055,-0.613023509281528,2.278077089433765,0.04956767343792027,1.0626339226948482,-3.118347364901555
