Intercept,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60
-3.118950703434647,-3.825908616884249,-13.433731909862242,0.9803977885705578,11.180584779925255,-8.716284850556033,4.3791058501731355,-6.348118624612744,-5.986471712197257,-2.0762534994384,0.9373530969951395,-3.405031389738437,0.4399660135273109,2.5723632073930984,-2.1745951467597995,-0.48577041302811147,1.1267701121664966,0.49882594153963095,1.0462557947922073,0.9824427080313651,2.0658065081256693,0.03498633317408712,-0.8651708909240697,-0.20397970149617317,-1.020567969293416,0.7260437574456444,1.4376476068567092,-0.012730088964089975,-0.1332250041389988,-2.482505772382977,0.03958035198846932,1.6093695258131588,0.4272932014603675,-0.9825948751002093,-1.5643124822504415,-2.014690751556096,0.1082387805779629,0.5072114282372117,-0.9625170756283705,1.3526389552723321,-0.5966641330678892,-0.8693495121662477,0.059910606648927736,0.31311527984168835,1.8226803910950018,-1.9240292939793109,-1.4878598109936036,-0.9951497362864502,1.8563796569633693,-2.5895482001561683,0.524667544717343,0.20249904098886495,-1.3775075694839864,1.6065122002438847,2.3566620942615195,0.5927930527538644,0.39139614515642673,-0.5844798745048095,-0.7053270017549063,1.2170126365577754,-0.7391860963680609
-2.722362928631398,-3.7734576224660206,-14.02660952900381,0.05829059045056297,12.150513799187307,-8.622106305537251,4.964020947955256,-6.662056087798036,-5.8802173526944,-2.3156337150267645,0.42222785050464234,-4.948259866456171,2.415549311448986,1.6308524384003784,-2.1369343617294954,-2.118939444226263,0.8440319068468717,-0.6620874793620586,0.1831758665313431,0.2933086104804262,1.9014715305035699,0.28870742177964565,-1.3590421090945375,0.48747616827915174,-0.5335087626193765,1.5105490991281685,1.3563631332341555,1.1814007889321347,-0.25681681185142247,-2.1526277877112623,-0.36589456249065444,2.713785086642677,-0.5914346211676891,-0.4050216231115672,-2.317953202729775,-0.39323413455406997,1.430168760234844,1.3909070393079188,-0.27266873693178684,0.7200245296580352,-1.0557708752720494,-0.5383235289084376,-0.15084396724633048,0.3853105350569401,1.4770646644971634,-0.9141954966152886,-1.3741204135280916,-0.7702568136846873,1.108291331681595,-1.0936394282221502,0.6384274076341722,2.463662100970546,-1.4827681497628866,-0.849929570110853,1.900766933398992,0.22889605403272978,-0.20009392784713484,0.1633280487074063,-1.4076546767475708,2.1980520380331816,-0.6283647148211712
-3.7839977743729762,-4.210838096119278,-15.220049451246432,1.4741176975873398,11.699074597006046,-8.983914274150342,3.9767362730323237,-5.74785904117514,-5.881692048158284,-4.584862135584722,-0.15299458737814187,-3.4708557162717275,1.3911012309966224,0.18803308615742217,-2.8559643099452403,-2.1093692912376474,2.4396112132033565,-0.38226323307416227,1.4864776162028752,0.8207723081206187,1.381117324392197,-1.091960221598097,-2.3557932600687628,0.3922256670316198,0.6056898952557039,1.7671684219734698,0.2899292813553378,0.736959207112791,-0.39049516398610545,-0.7238727867556454,-1.931824706185369,1.1922831108249232,0.950184406539967,0.8923930805616394,-2.3881976157479645,-0.6960056484439467,-0.37893839035069476,1.431893661907737,0.6123228340784769,-0.7878619782514739,-1.2170764022941358,-2.442343929549512,1.2492040676041047,1.057572078188635,2.676385020226801,-1.0127754940044573,-1.684648860573817,-0.6573079584317381,1.1559213296710862,0.47901251476802675,-0.22203879929674047,1.2246576853608455,-0.6089784813127389,-0.5398710909968704,0.8276873317623549,0.14763155347411908,-1.3716116398528047,0.2887956590701726,-1.165981499584108,1.9480269439774676,-1.8996906073475888
-3.343520275096052,-4.137139548562658,-15.10194007507844,0.5005257812329067,11.348800360249761,-9.175177943444508,3.9791535018036637,-7.396304767170666,-5.270469756896316,-4.429352635369556,-0.9154262126398226,-5.274801900543916,0.3474261135449286,-0.7376307034077576,-1.707402560131468,0.1358383525401202,2.3632924891838822,-1.1420062778940898,1.5401036085188333,2.0358586821039877,-0.42561637234412614,-0.30992595151817315,-0.37850506062696504,0.3106948456317664,-0.15549141872288735,1.210848860829982,0.35086531318728775,-0.2144545549534237,-1.1738558022061727,-0.5643232024408703,-3.0513604251996336,0.3609389158510565,0.6673628666572069,0.24896839376812965,-3.8151549779351046,-1.6927061768134917,-0.6193061298994323,2.494322639579412,-0.06145296333427412,-0.5031431489771598,-0.8716281863149347,-1.161542080221398,-0.5434132845836372,0.23275427744864657,1.129108603751401,0.024103821933259995,-2.1360906556637347,0.41428935631548247,0.8545773210313177,0.40101727445571805,0.8734680738057409,0.9173719819220905,0.16202060136381013,0.23307682556034226,0.3316379887438409,-0.1162493322516746,-0.41401523183524697,-0.6951882940858558,-0.3914728958372017,0.47153956016191834,-0.4997402768847091
-3.9939501425777455,-3.7346488793208636,-15.802651021631679,0.7391078422573558,12.38291282563955,-8.27960365673356,3.8439576220914944,-7.4643821264761145,-7.50943913185078,-4.424583531195433,-1.0684477915491533,-4.322816296401941,0.7543943055641728,-1.0945295881080384,-3.1975029831609336,-0.007199700906434018,2.687183373165665,-2.8223875182382727,0.6118717704008746,2.830431320435782,0.5435062499384077,-0.954249594393908,-0.14581048599118385,0.44268253258555085,-0.48864985858344634,1.0551532252188913,-0.5910966676143795,1.0289331842733198,-0.19060045322303415,0.7033067855830706,-3.3032596290491605,0.058764745200154234,0.8908092978206804,-0.9140814617874591,-2.6646870422985636,-2.2990613786462974,-0.5566670949630791,1.8544443771303116,-0.3870104467981526,0.922154380508236,-1.887214917759691,-0.6721764193306679,-2.437975751682868,0.7910262100053286,1.1718381293268039,-0.6396449741233277,-0.46662808650490173,0.23841613479301563,0.9870885436832338,0.3515680921993362,-0.36993133711642223,0.207334809381516,0.5442664020171487,-0.6874239176831236,0.38594788204244923,0.6240611259984294,0.3287365215722903,-0.5878139648233562,-1.0290285999240578,-0.3559725376960453,0.6201456170878689
-3.9939501425777455,-3.7346488793208636,-15.802651021631679,0.7391078422573558,12.38291282563955,-8.27960365673356,3.8439576220914944,-7.4643821264761145,-7.50943913185078,-4.424583531195433,-1.0684477915491533,-4.322816296401941,0.7543943055641728,-1.0945295881080384,-3.1975029831609336,-0.007199700906434018,2.687183373165665,-2.8223875182382727,0.6118717704008746,2.830431320435782,0.5435062499384077,-0.954249594393908,-0.14581048599118385,0.44268253258555085,-0.48864985858344634,1.0551532252188913,-0.5910966676143795,1.0289331842733198,-0.19060045322303415,0.7033067855830706,-3.3032596290491605,0.058764745200154234,0.8908092978206804,-0.9140814617874591,-2.6646870422985636,-2.2990613786462974,-0.5566670949630791,1.8544443771303116,-0.3870104467981526,0.922154380508236,-1.887214917759691,-0.6721764193306679,-2.437975751682868,0.7910262100053286,1.1718381293268039,-0.6396449741233277,-0.46662808650490173,0.23841613479301563,0.9870885436832338,0.3515680921993362,-0.36993133711642223,0.207334809381516,0.5442664020171487,-0.6874239176831236,0.38594788204244923,0.6240611259984294,0.3287365215722903,-0.5878139648233562,-1.0290285999240578,-0.3559725376960453,0.6201456170878689
-4.068557938710959,-2.988351123715816,-14.71132090768963,0.9501432908102472,12.520011793340956,-8.535473735922862,4.676475288142799,-6.637474508267629,-5.751910608302459,-2.9633455222775136,-0.7812950899152505,-3.8763634794011144,2.163885143263872,0.8597971791978802,-3.312553463128223,0.5837325121327236,3.202974258237034,-2.973600392105661,1.2194031526166087,2.388818279574072,0.15489840458529783,-0.7196204749126662,0.5344675633962183,0.4662878708917991,-2.3355870738000335,-0.3054898068013161,-0.12507754309060592,0.3455988648105202,1.152120877238527,1.7138675394707137,-2.2197396241630365,-1.6904061664112466,1.096137107768962,-1.9224632112233875,-1.953947750952357,-0.9162818979074625,-0.024287531129609383,1.7462427648323606,1.2073536816940702,0.595235494217322,-1.958617139097899,-1.5279768339739244,-3.129575877842365,2.4248178868472636,-0.46798283281329567,0.09740591805799687,-1.1278241800612527,-2.1303197293584395,0.9183324711635372,0.9797923865868716,-0.6620959058773543,-0.7417385349004797,-0.5135353239033909,-0.9781790672847499,-0.6222871591076984,-0.9515947709715136,-0.2466514725361979,-0.5934615199271618,-0.8901002436157065,-1.3228086923810383,0.11917213266336257
-4.450463775638781,-4.284945441814542,-14.233847456026457,0.23952381646075627,11.067171673418889,-10.525321378893176,4.178497730307666,-6.153201136441696,-4.809803184574706,-3.5280699098261037,-1.6241115396861638,-2.4821574709651784,0.6601284673009943,-0.5865207883115142,-3.1630789215240553,0.7170176114722993,1.1388458576251768,-1.5142552337187807,1.19753889373095,1.39901941080913,0.13621224633837092,-0.5134365133920552,-2.207068593792826,3.180331118292899,-2.75985132037055,1.1634033311029672,-1.3696982977477021,-0.32786728224934397,0.6053190971614931,0.49645054923884063,-2.226626995505204,0.07714753031596877,0.8387460033741143,-2.263001440672157,-1.7905325274189254,-0.5142786209416195,-1.4299467174726246,-1.1451704301394634,-0.3956450635298853,0.07922716928654344,-1.9995098878905802,-0.47036587747934583,-1.8361240882499206,0.6797375899416201,-2.2780900334597884,0.44836150031560096,-1.073897519822438,-2.5739997658109024,1.8662455526607837,-0.39335598753346085,0.5665244537014963,-0.21525758621109292,0.8837499440932884,-0.927247867258107,-1.3162066692326564,-2.690880183640065,0.867454640446459,-2.215687373142761,-0.2383058888207185,-2.4511942905321,1.0068404771520654
-4.956406762398374,-5.42535657018438,-13.87665196313069,0.306735344200866,12.244447238689753,-9.722966420868515,5.001663834999816,-7.185205603371876,-5.153107180172335,-3.3255967696361086,-2.0450224267118444,-3.4677587793179816,0.6987170941940997,-1.9461002134471412,-2.6166932791413813,0.4629556540619826,1.627458232174607,-1.423656092982555,0.966933619796461,2.515675233830546,0.11305680084924373,-0.4725537439260519,-1.2547498394059962,2.2693667554501933,-2.701820714924445,0.2696046900999386,-1.0221110187537514,-0.6748910475176262,1.125160678806892,1.3224041691953141,-3.419646808837146,-0.8005284679516541,0.5390861553907778,-1.216813352828035,-3.101880423341672,-0.10080140814731357,-1.366471358941706,-1.4249398198908887,0.5457523998009111,2.106852976084421,0.413841139614032,-1.1817340616116154,-1.6314093596510308,1.205727520224419,-1.4805859891329143,0.05953737961114472,-0.9778435409070356,-0.8304358782471757,0.8046236155685389,0.11152421808230904,0.7194716946087134,-0.8210137846409203,2.0819566984853597,-0.9978464299626278,-2.8938750539404277,0.35758840497210403,-0.6719980906945741,-3.516981168638132,-0.7169381355718538,-1.3023918686460105,0.3973825490002019
-5.416623242135425,-5.023655997936181,-12.26892544459694,-0.5566181111559553,12.876018877833564,-9.071889369659399,6.081412010352139,-6.361923947033613,-4.470831503320857,-2.721587194083903,-1.122844118690468,-4.523911666427822,0.5667857097548074,-1.4911917940948356,-2.1744257947285046,0.012171155394495495,1.8184942386198555,-1.8985189876423982,0.5081419239805921,1.9684530111941365,0.34381342283293226,0.4903003870512748,-1.266172989172402,1.8199594517077764,-1.7769145661842716,1.8518311354103008,-0.08403720794616296,-0.1820010436015279,2.0045540117624077,1.7945072180164843,-2.553104061254551,0.4406137671691839,0.6718909124581611,-1.1230744860600927,-2.861293800238527,0.21363954907295163,-0.9447164429592528,-1.6893097003115793,-0.24636800000072695,0.2926238382301484,0.5024352592916894,-2.494675274662028,-1.1009568843563977,2.142128583177253,-1.6507437160884295,0.04055676989891681,-1.0022234487852053,-1.233743023888553,0.9349984674124077,-0.32257153380400666,1.087677843907202,0.007288417071659975,3.369170149574478,-0.424906283291983,-3.5429312009046368,-0.066204802186983,-0.4176798911905747,-0.8204256063515287,-0.7940719479010097,-0.10683095543967577,0.01769394546068414
